strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
071000061501,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000061502,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000061503,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000061504,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000061505,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000061601,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000061602,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000061701,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000061702,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000061703,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070104,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070203,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070204,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070205,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070206,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070303,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070401,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070402,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070403,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070404,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070501,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070502,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070601,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070602,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070603,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070701,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070702,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070703,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070704,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070801,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070802,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070803,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070901,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070902,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070903,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070904,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080303,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080304,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080401,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080402,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080403,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080404,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080405,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080501,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080502,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080503,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080504,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080505,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080601,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080602,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080603,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080604,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080605,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080606,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080607,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080608,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080609,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080610,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080701,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080702,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080703,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080801,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080802,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080803,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080804,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080901,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080902,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080903,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000080904,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081001,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081002,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081003,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081004,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081303,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081304,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081305,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081306,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081401,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081402,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081403,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081404,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081405,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081501,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081502,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081503,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081504,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081505,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081506,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081507,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081508,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081509,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090203,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090204,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090303,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090304,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090305,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090306,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090307,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090308,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090309,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090310,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090401,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090402,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090501,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090502,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090503,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090504,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090505,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090601,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090602,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090603,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090604,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090605,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090606,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090607,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090701,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090702,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090703,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090704,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090705,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090706,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090707,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090708,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090709,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090710,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090801,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090802,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090901,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090902,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090903,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090904,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091001,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091002,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091203,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091204,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091205,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091206,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091207,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091208,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091209,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091210,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091211,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091212,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010203,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010204,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010205,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010206,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010207,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010303,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010304,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010305,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010306,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010401,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010402,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010403,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010404,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010501,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010502,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010503,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010504,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010505,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010506,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010507,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010508,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010509,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010601,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010602,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010603,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010604,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010701,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010702,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010801,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010802,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010803,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010804,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010901,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010902,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010903,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010904,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010905,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100011001,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100011002,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100011003,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100011004,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100011005,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100011006,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020104,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020105,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020106,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020107,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020108,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020203,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020204,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020205,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020206,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020303,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020304,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020305,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020306,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020401,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020402,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020403,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020404,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020405,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030104,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030105,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030106,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030203,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030204,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030303,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030304,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030305,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030306,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030307,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030401,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030402,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040104,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040105,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040106,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040107,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040108,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040109,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040203,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040303,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040304,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040401,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040402,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040403,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040501,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040502,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040503,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040504,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040601,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040602,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040603,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040604,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
